Gene	ExonSize	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3
GRMZM2G123815	2112	649	669	841	477	572	824
GRMZM2G123818	700	57	51	51	51	34	49
GRMZM2G123831	632	536	571	502	680	656	489
GRMZM2G123842	871	13	10	6	14	2	15
GRMZM2G123843	2551	53	53	56	46	35	38
GRMZM2G123870	585	5	11	12	11	9	5
GRMZM2G123876	1913	377	336	434	302	412	436
GRMZM2G123884	1641	30	18	10	9	17	8
GRMZM2G123886	2322	473	612	632	328	449	630
GRMZM2G123887	2210	152	204	164	102	207	176
GRMZM2G123896	1622	3395	2709	3199	16915	2619	3803
GRMZM2G123900	2265	71	56	67	75	74	76
GRMZM2G123901	1365	34	51	35	39	32	67
GRMZM2G123922	3408	11224	12040	11477	7305	10936	11346
GRMZM2G123940	1623	203	241	208	175	206	209
GRMZM2G123959	1799	50	81	87	57	66	76
GRMZM2G123966	1188	104	113	96	129	80	109
GRMZM2G123977	2202	142	133	148	371	281	333
GRMZM2G123986	1594	7	25	5	13	14	18
GRMZM2G123987	1646	380	387	383	371	356	399
GRMZM2G123996	1350	55	51	54	164	50	72
GRMZM2G124026	796	40	23	15	82	9	29
GRMZM2G124042	1636	64	107	104	26	60	61
GRMZM2G124047	2036	299	326	285	270	302	347
GRMZM2G124051	2349	358	459	380	226	432	346
GRMZM2G124059	1869	646	793	565	501	670	616
GRMZM2G124066	2699	16	10	19	5	2	5
GRMZM2G124070	2007	1252	1500	1306	908	1311	1193
GRMZM2G124079	1930	123	175	160	98	152	142
GRMZM2G124096	3120	538	540	535	331	575	495
GRMZM2G124103	1804	645	713	567	540	676	705
GRMZM2G124143	1345	254	407	252	396	499	333
GRMZM2G124151	1877	90	102	97	48	76	70
GRMZM2G124175	1817	61	100	128	142	162	376
GRMZM2G124203	1794	237	238	221	300	195	205
GRMZM2G124209	2473	122	146	118	135	148	116
GRMZM2G124229	1454	0	3	1	30	1	29
GRMZM2G124239	4230	633	699	657	441	706	642
GRMZM2G124243	1917	99	134	109	70	74	84
GRMZM2G124254	1728	160	169	162	230	178	234
GRMZM2G124276	1526	39	45	68	27	38	39
GRMZM2G124281	1501	26	21	23	36	29	24
GRMZM2G124288	2424	1205	1419	1117	744	1251	1179
GRMZM2G124301	1261	9	28	17	39	32	19
GRMZM2G124307	1103	145	164	201	527	148	225
GRMZM2G124313	1723	255	287	262	264	218	246
GRMZM2G124317	2628	1320	1262	1509	1979	1319	1987
GRMZM2G124321	2303	1002	1034	1077	707	910	925
GRMZM2G124335	2609	1611	1569	1942	1397	1418	1623
GRMZM2G124353	2213	2091	2256	2203	1527	2185	2120
GRMZM2G124365	1690	579	545	547	552	408	748
GRMZM2G124371	3671	119	102	127	66	134	109
GRMZM2G124377	3363	246	307	230	158	284	199
GRMZM2G124411	1608	826	1086	890	904	1059	948
GRMZM2G124416	2014	787	700	694	784	693	842
GRMZM2G124417	1001	50	13	8	847	331	794
GRMZM2G124421	1389	118	137	102	118	123	101
GRMZM2G124434	1763	6554	7124	6646	5249	6384	9516
GRMZM2G124441	2637	2210	2236	2324	1343	2220	2452
GRMZM2G124455	1361	267	313	300	434	233	339
GRMZM2G124460	3883	173	166	147	109	182	106
GRMZM2G124466	1286	658	680	601	1013	663	679
GRMZM2G124473	1205	2075	1998	2317	2619	1956	1920
GRMZM2G124476	1284	308	277	242	185	280	250
GRMZM2G124477	2665	4	5	3	25	8	33
GRMZM2G124495	1935	261	210	175	276	152	175
GRMZM2G124502	2100	159	165	143	314	162	207
GRMZM2G124509	2111	557	643	560	474	583	591
GRMZM2G124530	3098	208	273	211	153	251	220
GRMZM2G124532	5594	1437	1624	1325	885	1411	1432
GRMZM2G124540	1518	257	269	303	403	362	483
GRMZM2G124550	1557	489	550	337	336	534	399
GRMZM2G124553	971	47	61	51	37	61	87
GRMZM2G124557	2598	356	381	322	345	352	380
GRMZM2G124563	1165	222	256	260	257	163	261
GRMZM2G124567	1992	155	112	134	110	99	111
GRMZM2G124573	1428	29	28	22	50	9	34
GRMZM2G124576	2629	393	651	292	445	603	428
GRMZM2G124593	3465	729	643	751	1283	1111	1432
GRMZM2G124602	3572	213	221	252	148	198	199
GRMZM2G124616	1341	15	16	46	20	10	65
GRMZM2G124617	864	23	18	17	206	12	25
GRMZM2G124638	2264	367	349	322	334	327	373
GRMZM2G124644	1180	437	364	533	757	407	553
GRMZM2G124671	1712	36	50	66	44	46	52
GRMZM2G124701	2243	1019	916	853	558	889	664
GRMZM2G124715	1554	14	10	19	15	2	12
GRMZM2G124718	1280	45	16	46	14	33	43
GRMZM2G124732	1299	65	72	66	68	59	80
GRMZM2G124755	759	17	21	15	14	23	23
GRMZM2G124758	1452	55	55	68	98	56	73
GRMZM2G124759	1634	135	118	110	32	23	83
GRMZM2G124791	1326	1508	1723	1708	2830	1819	1919
GRMZM2G124797	1012	61	61	64	44	87	111
GRMZM2G124809	2130	2	4	8	8	11	8
GRMZM2G124820	1867	54	36	49	100	16	60
GRMZM2G124863	1853	370	349	270	239	453	503
GRMZM2G124872	2393	129	103	108	104	91	146
GRMZM2G124876	3135	18	24	21	12	8	23
GRMZM2G124883	2446	303	386	279	283	348	303
GRMZM2G124886	3759	1478	1592	1414	1059	1506	1694
GRMZM2G124890	1604	328	427	267	199	354	211
GRMZM2G124911	1757	345	335	316	439	367	581
GRMZM2G124915	1665	512	416	505	455	435	506
GRMZM2G124918	1876	199	213	118	142	221	211
GRMZM2G124963	2630	4628	5446	5347	1704	2870	2032
GRMZM2G124965	2697	329	363	313	275	321	318
GRMZM2G124972	1834	17	23	10	3	7	10
GRMZM2G124974	1136	491	440	309	397	504	441
GRMZM2G124975	2386	801	811	813	630	795	789
GRMZM2G125001	1985	80	65	57	46	73	71
GRMZM2G125012	520	16	24	19	20	16	36
GRMZM2G125020	2046	4	6	11	10	8	22
GRMZM2G125032	1279	0	0	1	15	5	16
GRMZM2G125034	2934	15	18	9	37	15	28
GRMZM2G125037	1822	7	6	12	6	10	17
GRMZM2G125044	3065	1017	1164	823	687	963	827
GRMZM2G125052	1173	1	1	0	14	26	24
GRMZM2G125054	2065	1036	1105	946	994	1063	935
GRMZM2G125072	1333	7196	5857	8502	5105	5728	7893
GRMZM2G125083	817	38	41	32	26	54	41
GRMZM2G125092	600	53	37	40	33	29	35
GRMZM2G125095	1265	12	17	9	17	8	7
GRMZM2G125138	1723	454	548	419	418	502	533
GRMZM2G125140	1560	499	485	454	281	435	534
GRMZM2G125148	2262	268	550	256	490	668	403
GRMZM2G125149	1256	364	401	356	370	382	349
GRMZM2G125170	562	22	31	22	22	13	23
GRMZM2G125175	1658	41	34	39	136	31	48
GRMZM2G125193	1709	91	71	73	52	76	111
GRMZM2G125196	1298	1	3	24	9	15	18
GRMZM2G125233	1736	10	13	8	21	2	12
GRMZM2G125239	3332	514	678	446	436	620	491
GRMZM2G125241	1951	70	83	119	331	65	89
GRMZM2G125243	2201	17	41	21	26	26	23
GRMZM2G125259	1807	11	21	12	13	27	10
GRMZM2G125263	2424	460	431	495	358	488	498
GRMZM2G125266	1344	31	36	22	198	13	35
GRMZM2G125268	2511	7	7	4	14	5	14
GRMZM2G125271	1178	1796	2900	1872	1915	3140	2740
GRMZM2G125294	6222	2982	2889	2948	1981	2910	3355
GRMZM2G125300	2333	420	698	554	506	835	637
GRMZM2G125304	5249	789	881	737	489	757	740
GRMZM2G125308	1876	248	250	229	242	220	247
GRMZM2G125310	1330	2562	2933	2342	2549	2931	2478
GRMZM2G125314	1503	1208	1128	1520	800	600	823
GRMZM2G125320	3844	365	372	363	295	406	491
GRMZM2G125337	1110	8	9	4	13	8	8
GRMZM2G125339	2449	11	15	16	20	11	14
GRMZM2G125342	4469	529	580	477	301	528	433
GRMZM2G125345	998	37	44	36	54	49	61
GRMZM2G125352	2842	104	97	109	72	106	130
GRMZM2G125387	3451	8	12	13	17	20	33
GRMZM2G125411	2532	254	287	274	250	299	250
GRMZM2G125424	4898	136	110	159	103	93	207
GRMZM2G125432	5329	254	261	232	173	234	255
GRMZM2G125441	1177	1174	1058	1333	2054	411	1326
GRMZM2G125452	1939	814	976	812	1485	1058	1160
GRMZM2G125455	2211	40	40	44	27	46	62
GRMZM2G125476	1565	18	13	14	11	10	15
GRMZM2G125482	1912	48	29	62	140	55	342
GRMZM2G125487	2672	130	154	164	74	132	137
GRMZM2G125494	2476	501	523	432	455	549	443
GRMZM2G125495	3619	159	167	182	79	154	159
GRMZM2G125504	961	6	5	12	2	6	9
GRMZM2G125507	1774	169	123	186	88	122	198
GRMZM2G125512	2117	65	131	76	185	96	111
GRMZM2G125513	2848	16	31	23	15	17	9
GRMZM2G125516	1951	167	177	180	126	149	126
GRMZM2G125522	1757	135	141	168	85	118	103
GRMZM2G125527	1992	822	1401	835	1228	1448	1243
GRMZM2G125529	2145	84	104	114	82	93	139
GRMZM2G125531	2361	1315	1516	1435	774	1115	1016
GRMZM2G125544	2339	1060	1153	1003	1375	1388	1444
GRMZM2G125552	2960	109	139	127	89	137	139
GRMZM2G125556	2124	935	825	876	649	933	796
GRMZM2G125557	2854	109	73	87	236	91	228
GRMZM2G125571	1226	15	23	50	18	40	62
GRMZM2G125585	2976	314	345	278	179	384	273
GRMZM2G125596	1794	508	512	554	527	493	653
GRMZM2G125617	2015	277	351	240	406	493	444
GRMZM2G125635	2100	4239	4384	4029	3278	5204	5268
GRMZM2G125642	3260	412	383	394	216	340	378
GRMZM2G125648	1781	1	4	7	6	13	8
GRMZM2G125653	1717	499	232	342	504	102	394
GRMZM2G125656	2948	94	94	108	42	82	72
GRMZM2G125668	1090	300	279	300	469	270	299
GRMZM2G125669	1664	146	118	44	1367	1601	2430
GRMZM2G125679	1921	1	22	1	1	25	4
GRMZM2G125688	1720	255	311	227	137	213	219
GRMZM2G125704	2277	23	33	20	34	36	37
GRMZM2G125728	2663	960	1072	1062	712	972	1115
GRMZM2G125747	1303	978	679	885	706	377	988
GRMZM2G125762	2988	401	507	408	362	521	564
GRMZM2G125768	2608	41	53	39	12	42	35
GRMZM2G125775	1177	41	54	33	1644	31	71
GRMZM2G125777	2704	1291	1325	1293	1032	1386	1457
GRMZM2G125784	1385	72	79	80	167	89	118
GRMZM2G125823	2556	1238	698	1468	735	601	1571
GRMZM2G125832	2085	17	30	29	19	14	9
GRMZM2G125838	656	222	201	147	139	230	141
GRMZM2G125839	687	15	19	13	4	8	12
GRMZM2G125850	1640	252	313	311	369	341	336
GRMZM2G125853	4686	740	604	544	418	562	659
GRMZM2G125867	2294	21	30	21	13	24	23
GRMZM2G125893	935	1725	2059	2003	3462	1989	2654
GRMZM2G125923	1748	9	16	11	21	4	27
GRMZM2G125931	1814	9	13	9	25	19	12
GRMZM2G125935	2878	389	416	338	306	448	388
GRMZM2G125943	3326	44	62	40	23	40	34
GRMZM2G125969	3085	355	346	360	287	362	400
GRMZM2G125976	2504	42	21	49	18	37	79
GRMZM2G125977	2024	644	628	647	728	527	594
GRMZM2G125991	1232	4	6	6	5	8	10
GRMZM2G126002	1553	574	603	652	718	535	547
GRMZM2G126010	1881	615	469	578	507	608	772
GRMZM2G126018	1749	12	5	10	4	15	6
GRMZM2G126019	2373	417	573	422	372	485	457
GRMZM2G126026	1778	463	503	471	393	356	469
GRMZM2G126032	1147	2	4	1	33	19	30
GRMZM2G126038	2781	1614	1794	1652	1548	1495	1645
GRMZM2G126048	3696	453	458	379	284	467	533
GRMZM2G126062	2092	14	13	17	361	81	209
GRMZM2G126079	1782	38	29	25	97	103	99
GRMZM2G126106	1303	131	67	119	201	59	142
GRMZM2G126120	3907	1032	1280	1132	768	1180	976
GRMZM2G126128	1193	439	409	480	525	394	482
GRMZM2G126161	2384	333	413	357	328	408	383
GRMZM2G126170	2998	465	450	439	314	456	491
GRMZM2G126177	3485	6	11	5	8	7	3
GRMZM2G126182	488	52	51	52	57	81	48
GRMZM2G126190	1614	1718	2328	1506	1418	2161	1597
GRMZM2G126197	1320	59	52	53	29	51	51
GRMZM2G126218	1498	96	109	91	166	88	113
GRMZM2G126235	1416	394	411	321	221	398	296
GRMZM2G126253	2669	962	993	909	771	889	1008
GRMZM2G126260	3434	21	29	45	44	33	49
GRMZM2G126261	1469	1278	1665	1116	1087	526	830
GRMZM2G126266	2236	335	436	366	308	333	291
GRMZM2G126285	1492	17	20	16	1	12	6
GRMZM2G126290	3042	369	412	379	330	403	399
GRMZM2G126292	1809	109	111	89	222	128	132
GRMZM2G126338	3395	1145	1277	887	856	1279	816
GRMZM2G126349	877	20	23	31	15	21	13
GRMZM2G126361	2472	18712	21721	19611	17380	19561	19798
GRMZM2G126367	848	50	2	1	1711	791	1454
GRMZM2G126386	1283	27	28	61	70	46	61
GRMZM2G126408	1040	19	20	12	84	17	23
GRMZM2G126413	1658	10	9	14	32	18	15
GRMZM2G126435	2006	1177	1306	1154	1043	1426	1261
GRMZM2G126446	565	121	135	96	66	115	89
GRMZM2G126447	3075	1448	1498	1394	749	1265	1099
GRMZM2G126453	3217	3039	2943	2741	1857	2924	2720
GRMZM2G126468	2168	348	381	361	183	396	394
GRMZM2G126471	1204	445	471	442	770	568	622
GRMZM2G126484	2920	209	211	209	108	203	222
GRMZM2G126496	1623	518	473	438	117	209	116
GRMZM2G126505	2367	104	105	123	97	98	135
GRMZM2G126507	2144	3512	4133	4353	2020	4208	3817
GRMZM2G126517	2555	270	290	251	250	271	279
GRMZM2G126541	1767	4	5	2	26	1	4
GRMZM2G126545	3395	1092	1142	1034	780	1006	1067
GRMZM2G126552	1536	42	47	57	101	55	75
GRMZM2G126555	2934	61	45	92	26	30	45
GRMZM2G126572	1425	5	8	22	29	6	18
GRMZM2G126580	827	99	64	124	385	68	115
GRMZM2G126582	1289	54	44	51	109	28	111
GRMZM2G126586	1099	91	88	131	255	60	125
GRMZM2G126594	1379	420	724	411	593	844	446
GRMZM2G126601	2128	293	261	208	219	252	215
GRMZM2G126603	1169	73	95	64	308	89	85
GRMZM2G126646	3136	19	14	9	12	7	5
GRMZM2G126656	2447	750	828	711	511	702	615
GRMZM2G126664	1988	59	92	61	61	71	63
GRMZM2G126665	1752	335	388	339	225	422	415
GRMZM2G126682	1880	66	73	103	117	27	111
GRMZM2G126691	3946	647	700	627	483	638	680
GRMZM2G126706	1829	208	242	197	257	216	250
GRMZM2G126732	1994	4	3	4	20	5	7
GRMZM2G126745	2339	449	498	428	451	540	550
GRMZM2G126749	2062	54	47	38	105	105	262
GRMZM2G126763	1319	43	66	28	33	49	62
GRMZM2G126765	1655	23	31	31	20	36	29
GRMZM2G126772	1482	99	52	44	51	98	83
GRMZM2G126774	2524	221	286	182	159	254	216
GRMZM2G126781	2209	8	11	10	10	4	4
GRMZM2G126795	2495	494	468	423	368	411	414
GRMZM2G126808	1896	23	12	25	79	29	68
GRMZM2G126812	1548	179	213	192	162	193	188
GRMZM2G126821	2084	1224	1377	1384	1279	1508	1790
GRMZM2G126832	3278	1049	1105	1161	552	1205	1257
GRMZM2G126834	2524	469	549	458	337	481	444
GRMZM2G126839	2776	625	576	568	369	665	641
GRMZM2G126853	2051	167	173	147	117	127	154
GRMZM2G126858	3189	330	341	364	248	329	323
GRMZM2G126860	2080	1264	1318	1190	1189	1291	1836
GRMZM2G126865	2598	636	720	678	366	619	659
GRMZM2G126873	1246	155	156	133	129	122	145
GRMZM2G126900	2228	846	1119	504	895	1126	1465
GRMZM2G126913	2527	154	130	209	123	124	126
GRMZM2G126920	1897	111	106	145	67	83	105
GRMZM2G126928	873	331	526	390	542	612	502
GRMZM2G126946	2987	121	112	92	103	113	87
GRMZM2G126956	2128	131	158	133	147	163	116
GRMZM2G126957	2666	209	217	210	64	145	104
GRMZM2G126972	1388	11	24	23	11	10	17
GRMZM2G126975	1506	130	108	99	207	224	392
GRMZM2G126988	2941	975	1060	1072	666	871	993
GRMZM2G126990	539	40	51	46	41	36	60
GRMZM2G127015	1821	24	28	13	26	16	14
GRMZM2G127031	1584	77	76	56	118	59	84
GRMZM2G127034	1630	311	372	298	296	340	368
GRMZM2G127050	2566	223	206	214	182	208	189
GRMZM2G127067	1491	234	298	265	300	256	315
GRMZM2G127072	1998	153	135	122	241	114	101
GRMZM2G127080	2245	386	407	626	385	393	615
GRMZM2G127101	2362	1045	928	846	856	961	910
GRMZM2G127115	2940	174	151	205	73	120	152
GRMZM2G127117	1799	468	460	346	263	369	361
GRMZM2G127121	1216	13	5	22	18	18	51
GRMZM2G127123	3629	2331	2316	2130	950	1311	1483
GRMZM2G127134	2279	113	173	87	73	131	121
GRMZM2G127139	3243	1013	1209	970	913	1376	1345
GRMZM2G127141	1800	778	942	703	940	1196	1245
GRMZM2G127143	645	15	8	5	27	2	14
GRMZM2G127147	2957	610	598	548	713	602	868
GRMZM2G127150	2135	17	7	8	69	10	34
GRMZM2G127154	1596	191	231	190	149	251	243
GRMZM2G127168	1574	240	225	235	192	264	215
GRMZM2G127173	1275	69	106	86	118	94	100
GRMZM2G127180	982	31	29	25	56	31	33
GRMZM2G127224	2847	8	7	9	57	58	128
GRMZM2G127230	2514	3635	4283	4116	2525	3443	3919
GRMZM2G127294	1761	53	29	36	26	39	56
GRMZM2G127297	2727	1249	1162	1167	1457	1472	2111
GRMZM2G127299	2821	406	452	361	237	427	383
GRMZM2G127308	2613	167	134	161	176	145	186
GRMZM2G127312	1324	313	322	277	445	304	367
GRMZM2G127328	1929	15	14	7	99	70	196
GRMZM2G127338	1905	155	116	139	97	108	208
GRMZM2G127340	2174	331	316	277	270	392	388
GRMZM2G127342	1458	12	14	16	45	31	39
GRMZM2G127350	1945	68	72	205	63	63	186
GRMZM2G127361	1818	857	857	842	973	565	936
GRMZM2G127374	3787	1967	2001	1869	1758	1635	2073
GRMZM2G127379	1886	16	21	8	60	102	78
GRMZM2G127386	1712	2916	2763	2716	2130	2373	1965
GRMZM2G127393	5380	1873	1869	2240	1914	1773	2305
GRMZM2G127396	2009	109	125	141	113	120	145
GRMZM2G127404	1360	12	29	19	73	12	38
GRMZM2G127412	1083	102	105	100	116	80	94
GRMZM2G127416	1907	173	187	179	218	178	216
GRMZM2G127418	1662	2	1	1	19	9	19
GRMZM2G127421	1572	31	17	54	304	16	88
GRMZM2G127426	1481	176	230	174	280	167	129
GRMZM2G127429	1889	22	31	15	6	31	10
GRMZM2G127453	2485	793	798	942	2393	816	1074
GRMZM2G127457	1064	70	87	118	73	101	77
GRMZM2G127490	3035	363	478	380	202	318	270
GRMZM2G127510	2262	470	559	423	299	506	468
GRMZM2G127521	1582	46	81	41	85	84	81
GRMZM2G127524	2975	26	37	34	6	17	23
GRMZM2G127537	1583	62	54	87	88	28	66
GRMZM2G127546	1753	296	373	294	310	335	215
GRMZM2G127548	1867	448	348	349	462	319	393
GRMZM2G127559	1468	202	219	233	176	210	204
GRMZM2G127581	1460	455	418	345	524	416	456
GRMZM2G127591	2342	831	701	783	840	656	625
GRMZM2G127598	1790	45	46	41	42	47	51
GRMZM2G127609	2000	4024	4580	4553	4017	4403	4738
GRMZM2G127632	3214	1538	1728	1307	809	1619	1318
GRMZM2G127635	1266	10	10	12	6	4	4
GRMZM2G127648	2285	7	37	19	49	21	27
GRMZM2G127650	2625	14	23	19	25	29	48
GRMZM2G127665	3914	1104	1165	1135	800	1221	1270
GRMZM2G127683	1957	86	76	83	51	61	94
GRMZM2G127687	2500	113	74	138	88	75	84
GRMZM2G127714	1880	206	207	149	152	194	156
GRMZM2G127717	2787	214	198	213	128	177	177
GRMZM2G127729	2848	1101	1165	937	760	1034	934
GRMZM2G127739	2591	467	531	506	464	498	586
GRMZM2G127756	2671	528	565	482	393	508	530
GRMZM2G127774	319	37	48	21	97	51	46
GRMZM2G127776	562	22	35	36	42	16	33
GRMZM2G127780	2154	1294	1487	1340	809	1303	1299
GRMZM2G127789	771	22	12	9	33	8	31
GRMZM2G127798	2642	2991	3457	4039	2905	3766	5907
GRMZM2G127821	1239	35	30	28	58	19	35
GRMZM2G127841	1533	15	12	6	17	8	6
GRMZM2G127844	1549	105	130	79	101	89	83
GRMZM2G127846	1330	40	72	198	64	83	356
GRMZM2G127853	1208	100	79	75	127	49	86
GRMZM2G127883	1300	59	72	41	44	65	48
GRMZM2G127911	4402	168	189	158	97	213	132
GRMZM2G127924	2136	7	5	8	13	6	7
GRMZM2G127948	1923	433	495	413	827	380	658
GRMZM2G127949	3307	653	570	569	425	253	446
GRMZM2G127963	1834	147	173	194	146	157	165
GRMZM2G127984	1737	50	44	47	51	35	42
GRMZM2G128012	1779	2067	2073	2205	1300	1732	1682
GRMZM2G128016	1888	305	278	344	284	494	559
GRMZM2G128056	2092	1615	1730	1793	1854	1665	2011
GRMZM2G128057	2920	84	140	109	93	67	77
GRMZM2G128072	1420	492	504	582	924	470	567
GRMZM2G128074	2075	111	128	85	74	122	126
GRMZM2G128078	1315	409	367	378	276	325	308
GRMZM2G128080	1322	156	267	172	178	259	178
GRMZM2G128092	3065	153	202	101	164	228	146
GRMZM2G128109	4064	66	97	77	63	94	98
GRMZM2G128114	2308	397	341	249	269	343	314
GRMZM2G128121	1185	389	446	427	422	397	388
GRMZM2G128131	3000	364	404	321	239	359	315
GRMZM2G128146	1033	144	146	134	154	166	125
GRMZM2G128156	669	44	62	48	13	53	42
GRMZM2G128160	2128	553	570	460	465	488	455
GRMZM2G128171	2327	807	809	784	1165	850	1029
GRMZM2G128176	6765	1054	1103	1037	666	1044	1101
GRMZM2G128179	2347	1515	1892	1669	885	1379	1292
GRMZM2G128189	2247	1070	1277	1046	854	1321	1125
GRMZM2G128206	1531	583	601	586	372	493	545
GRMZM2G128212	1182	4	5	5	17	2	9
GRMZM2G128214	2082	612	693	724	468	596	710
GRMZM2G128228	1395	118	115	120	84	114	108
GRMZM2G128248	1440	12	7	12	30	9	8
GRMZM2G128268	1729	243	254	246	234	304	350
GRMZM2G128315	3343	28	50	29	17	16	12
GRMZM2G128319	3095	197	247	217	94	146	212
GRMZM2G128358	934	74	64	64	411	47	117
GRMZM2G128399	1321	710	631	728	616	597	652
GRMZM2G128421	1434	55	57	46	69	15	39
GRMZM2G128426	3161	120	128	146	60	93	74
GRMZM2G128432	1399	362	474	337	339	317	421
GRMZM2G128434	3075	308	321	363	173	247	409
GRMZM2G128444	1055	945	887	890	893	572	769
GRMZM2G128454	890	125	122	142	753	91	140
GRMZM2G128466	2123	92	85	98	339	80	132
GRMZM2G128477	2195	240	307	233	161	315	244
GRMZM2G128485	3530	344	354	288	197	316	316
GRMZM2G128491	1264	466	539	443	212	283	160
GRMZM2G128504	1737	14	15	12	13	4	6
GRMZM2G128515	2348	304	329	324	240	236	267
GRMZM2G128518	1966	129	132	186	207	169	244
GRMZM2G128564	2188	16	16	15	40	4	61
GRMZM2G128577	1308	43	30	51	96	55	109
GRMZM2G128579	3190	508	557	501	446	623	517
GRMZM2G128608	1979	249	219	220	221	229	213
GRMZM2G128613	2760	694	721	636	462	730	672
GRMZM2G128617	1055	5	1	2	10	7	13
GRMZM2G128641	3041	841	955	746	429	763	860
GRMZM2G128644	1384	3	7	11	60	10	18
GRMZM2G128651	1361	68	83	84	30	73	45
GRMZM2G128658	3101	74	107	70	61	49	67
GRMZM2G128663	2538	533	681	507	478	566	485
GRMZM2G128665	2345	787	848	982	566	656	821
GRMZM2G128682	1952	4	10	15	18	19	37
GRMZM2G128688	2846	672	822	633	454	787	788
GRMZM2G128737	3878	385	467	494	263	301	355
GRMZM2G128744	1627	164	199	154	205	244	219
GRMZM2G128807	1788	53	38	57	81	51	236
GRMZM2G128809	1710	87	122	96	93	80	68
GRMZM2G128865	1800	457	549	373	269	487	469
GRMZM2G128877	2891	3617	4231	3699	2331	3678	3556
GRMZM2G128880	1286	299	207	215	274	259	327
GRMZM2G128895	2712	456	515	487	309	536	496
GRMZM2G128902	1592	449	675	671	345	760	569
GRMZM2G128914	2726	371	402	460	332	420	473
GRMZM2G128918	1118	199	175	171	218	167	160
GRMZM2G128922	1931	1456	1585	1775	887	843	793
GRMZM2G128923	889	30	15	24	23	27	26
GRMZM2G128928	816	28	21	47	30	29	37
GRMZM2G128929	1354	9	6	9	43	4	23
GRMZM2G128934	2420	980	1256	990	452	968	792
GRMZM2G128935	1365	115	141	130	186	153	107
GRMZM2G128938	4874	29	26	19	15	42	27
GRMZM2G128953	1335	11	13	7	2	13	1
GRMZM2G128971	2132	3175	3504	3804	2548	2794	2840
GRMZM2G128981	1080	845	876	975	417	608	888
GRMZM2G128992	2400	4	2	0	44	1	4
GRMZM2G128995	2001	300	301	287	270	206	340
GRMZM2G129007	2268	461	447	363	299	481	323
GRMZM2G129015	683	493	794	426	546	684	539
GRMZM2G129018	2064	81	141	61	190	58	99
GRMZM2G129019	846	516	453	281	844	309	413
GRMZM2G129031	1374	157	217	161	140	197	207
GRMZM2G129058	2450	32	15	16	83	112	153
GRMZM2G129065	2174	406	453	457	285	413	534
GRMZM2G129071	1869	923	852	884	849	766	853
GRMZM2G129083	995	8	8	3	33	0	15
GRMZM2G129108	1867	215	235	183	325	240	271
GRMZM2G129133	980	10	9	0	22	44	57
GRMZM2G129135	2515	12	19	13	5	11	7
GRMZM2G129146	3183	726	730	785	408	495	447
GRMZM2G129147	2268	64	54	67	56	56	72
GRMZM2G129150	1279	15	26	19	20	32	33
GRMZM2G129155	2739	669	726	579	703	996	1175
GRMZM2G129157	2863	179	138	139	109	120	155
GRMZM2G129166	951	48	31	38	65	73	59
GRMZM2G129169	2475	304	307	243	203	308	339
GRMZM2G129175	682	95	128	111	134	127	106
GRMZM2G129189	1164	7	8	11	288	10	56
GRMZM2G129208	2582	4369	4525	5454	3998	4719	5353
GRMZM2G129209	1963	4099	4379	4837	3459	3574	4503
GRMZM2G129218	1936	503	554	647	523	614	915
GRMZM2G129232	999	193	155	177	185	123	124
GRMZM2G129238	2146	1053	1303	1046	721	1019	929
GRMZM2G129243	3131	165	180	132	142	151	135
GRMZM2G129246	2508	9278	8815	10209	7985	9131	11619
GRMZM2G129247	2089	57	57	49	67	59	68
GRMZM2G129261	3216	1068	1218	993	808	1055	934
GRMZM2G129266	2005	48	34	56	189	28	72
GRMZM2G129268	1871	458	508	493	344	381	394
GRMZM2G129288	4592	447	422	446	372	584	610
GRMZM2G129291	2442	37	29	22	59	38	40
GRMZM2G129298	1048	316	243	108	128	299	95
GRMZM2G129300	1048	1279	803	478	908	910	573
GRMZM2G129302	2365	29	46	30	47	15	38
GRMZM2G129304	2043	259	304	203	140	291	148
GRMZM2G129311	3979	355	453	353	252	446	404
GRMZM2G129354	2236	2201	2346	2041	2090	3152	2999
GRMZM2G129357	1530	86	64	149	165	54	241
GRMZM2G129375	1440	149	158	158	233	204	272
GRMZM2G129399	708	3	4	8	11	15	17
GRMZM2G129405	1419	3	1	1	57	0	0
GRMZM2G129428	2173	1674	1673	1777	1147	1731	1916
GRMZM2G129431	1750	435	523	440	422	519	519
GRMZM2G129444	3406	582	804	556	537	665	702
GRMZM2G129448	1732	114	125	87	79	117	140
GRMZM2G129450	556	1	0	5	34	3	2
GRMZM2G129451	2686	1972	2177	2289	1779	2054	1930
GRMZM2G129453	2273	237	275	358	203	212	312
GRMZM2G129457	1532	218	272	220	265	258	212
GRMZM2G129482	1017	34	32	18	14	24	30
GRMZM2G129493	1011	92	86	106	63	69	98
GRMZM2G129513	1996	30082	27842	27589	24020	24216	28075
GRMZM2G129540	2506	9	16	18	22	9	15
GRMZM2G129554	2897	300	420	281	232	463	342
GRMZM2G129569	3478	1234	1376	1395	1004	1404	1510
GRMZM2G129575	1633	412	378	445	329	451	418
GRMZM2G129585	1467	193	231	286	378	154	236
GRMZM2G129597	1634	40	33	36	31	21	26
GRMZM2G129615	2286	98	99	116	112	77	110
GRMZM2G129620	1564	137	161	152	245	195	156
